"","SAMD00115014","SAMD00114972","SAMD00115021","SAMD00114969","SAMD00115020","SAMD00115029","SAMD00115026","SAMD00115028","SAMD00115030","SAMD00115031","SAMD00115034","SAMD00115035","SAMD00115000","SAMD00114737","SAMD00114738","SAMD00114739","SAMD00114744","SAMD00114746","SAMD00114748","SAMD00114740","SAMD00114742","SAMD00114743","SAMD00114759","SAMD00114760","SAMD00114761","SAMD00114762","SAMD00114763","SAMD00114764","SAMD00114755","SAMD00114765","SAMD00114978","SAMD00114766","SAMD00114767","SAMD00114768","SAMD00114772","SAMD00114722","SAMD00114723","SAMD00114724","SAMD00114793","SAMD00114794","SAMD00114797","SAMD00114799","SAMD00114753","SAMD00114754","SAMD00114749","SAMD00114750","SAMD00114782","SAMD00114774","SAMD00114775","SAMD00114776","SAMD00114777","SAMD00114731","SAMD00114732","SAMD00114733","SAMD00114726","SAMD00114727","SAMD00114728","SAMD00114729","SAMD00114788","SAMD00114790","SAMD00114786","SAMD00115006","SAMD00115007","SAMD00115011","SAMD00115013","SAMD00115010","SAMD00114816","SAMD00114804","SAMD00114805","SAMD00114806","SAMD00114808","SAMD00114810","SAMD00114811","SAMD00114813","SAMD00114814","SAMD00114826","SAMD00114822","SAMD00114823","SAMD00114857","SAMD00114825","SAMD00114817","SAMD00114835","SAMD00114836","SAMD00114803","SAMD00114841","SAMD00114844","SAMD00114846","SAMD00114848","SAMD00114849","SAMD00114863","SAMD00114852","SAMD00114868","SAMD00114839","SAMD00114840","SAMD00114856","SAMD00114870","SAMD00114871","SAMD00114927","SAMD00114891","SAMD00114939","SAMD00114892","SAMD00114893","SAMD00114875","SAMD00114931","SAMD00114894","SAMD00114933","SAMD00114941","SAMD00114896","SAMD00114897","SAMD00114877","SAMD00114878","SAMD00114934","SAMD00114935","SAMD00114943","SAMD00114944","SAMD00114909","SAMD00114919","SAMD00114920","SAMD00114949","SAMD00114910","SAMD00114911","SAMD00114921","SAMD00114922","SAMD00114951","SAMD00114912","SAMD00114952","SAMD00114924","SAMD00114954","SAMD00114914","SAMD00114946","SAMD00114925","SAMD00114956","SAMD00114915","SAMD00114916","SAMD00114917","SAMD00114948","SAMD00114957","SAMD00114958","SAMD00114879","SAMD00114960","SAMD00114883","SAMD00114884","SAMD00114902","SAMD00114903","SAMD00114964","SAMD00114905","SAMD00114965","SAMD00114907","SAMD00114966","SAMD00114886","SAMD00164694","SAMD00164695","SAMD00164721","SAMD00164745","SAMD00154993","SAMD00164767","SAMD00164769","SAMD00154994","SAMD00164771","SAMD00154995","SAMD00164776","SAMD00164778","SAMD00164779","SAMD00164780","SAMD00164812","SAMD00164817","SAMD00164818","SAMD00164820","SAMD00164821","SAMD00164822","SAMD00164826","SAMD00164829","SAMD00164830","SAMD00164831","SAMD00164832","SAMD00164834","SAMD00164836","SAMD00164838","SAMD00164839","SAMD00164841","SAMD00164842","SAMD00164843","SAMD00164844","SAMD00164845","SAMD00164846","SAMD00164847","SAMD00164850","SAMD00164851","SAMD00164852","SAMD00164854","SAMD00164858","SAMD00164859","SAMD00164860","SAMD00164861","SAMD00164863","SAMD00164864","SAMD00164866","SAMD00164867","SAMD00164868","SAMD00164869","SAMD00164871","SAMD00164880","SAMD00164883","SAMD00164884","SAMD00164885","SAMD00164889","SAMD00164903","SAMD00164905","SAMD00164907","SAMD00164910","SAMD00164912","SAMD00164913","SAMD00164919","SAMD00164928","SAMD00164932","SAMD00164937","SAMD00164940","SAMD00164944","SAMD00164946","SAMD00164968","SAMD00164970","SAMD00164971","SAMD00164974","SAMD00164975","SAMD00164976","SAMD00164977","SAMD00164978","SAMD00164979","SAMD00164980","SAMD00164981","SAMD00164982","SAMD00164984","SAMD00164985","SAMD00164987","SAMD00164988","SAMD00164989","SAMD00164990","SAMD00164991","SAMD00164992","SAMD00164993","SAMD00164994","SAMD00164995","SAMD00164997","SAMD00164998","SAMD00165000","SAMD00165002","SAMD00165003","SAMD00165005","SAMD00165006","SAMD00165007","SAMD00165009","SAMD00165011","SAMD00165012","SAMD00165014","SAMD00165016","SAMD00165017","SAMD00165018","SAMD00165019"
"Bacteroides thetaiotaomicron",3.99682,0.57549,0.05222,0.83643,2.34076,3.44852,1.48467,0.00144,1.27257,0,0.42958,0.04532,1.25051,0.13565,1.24618,0.23089,2.06845,3.94841,0.19654,0,0,2.36169,2.19325,1.12355,1.70986,0.6609,2.58312,0.01297,0.99836,2.78454,4.36744,0.9529,1.23228,0.40586,2.17432,1.26947,0.3139,2.75776,0.17344,0.36411,5.505,1.2559,8.01173,0,0.34169,2.1368,0.83212,1.56545,0.93857,0,0.86832,1.00092,2.38134,0.57332,0.05748,1.67115,1.50529,1.63409,0,0.08642,6.31162,1.93274,0.86752,0.45435,0.371,0.09197,0.24797,1.1759,0.48978,0,0,0.50117,1.40584,1.85756,1.42912,5.35588,6.71796,1.81368,0.43127,12.34116,1.73081,0.51145,0.28099,1.46211,1.41343,0.20459,0.65615,0.73445,0,0.22618,0.22533,0,0.02218,0.67075,0.99946,0,0.20255,5.53888,0.15011,1.36029,0.18011,2.28621,0.50529,0.10712,2.07278,0.05044,0.26727,1.68775,0.87358,0.06197,0.26922,0.03812,0.35499,0.50536,1.05988,0.37899,0.89805,1.2531,7.07471,5.24736,27.65407,6.43263,1.65357,0.11438,0.33456,1.77064,4.02107,4.33587,0.17268,0.33162,3.1406,1.5748,0,3.18594,0,2.21274,0.50258,0,2.4202,0.91146,1.34934,1.23063,0.02807,2.38763,8.99128,0.9757,0.684,1.78373,0.63809,2.82406,2.20214,0.78924,0,0,0.99097,3.70838,1.8846,1.50311,1.85555,0,0.27788,2.08454,0.9653,0,0.06637,0.14181,0.17711,2.17228,4.02745,0.14547,0,0.975,0.24872,0.05643,0.04168,0.82955,2.83222,1.85485,1.17958,0.19304,0,8.98397,0.31389,0.2615,0.7838,2.44698,1.50927,0.08553,1.54727,7.71859,4.33733,0.72633,0.71551,3.70381,0.60227,0.88999,0.5921,0.02882,7.20645,1.21428,2.31454,6.78815,2.81811,0.89181,0.51678,0.90024,1.25812,0.51807,0.36345,3.68447,0.62875,1.21822,2.28352,1.96722,0,2.09203,0.63847,0.17661,1.96144,0,0,0.4914,0,0,0.91331,1.17033,3.91084,0.18329,0,0.32165,0.93662,0,1.21728,0.20576,0.54777,0.01008,10.2713,4.83412,2.05792,0.53157,1.76786,5.58369,0.63238,2.09649,2.00099,0.96851,0.30341,0.00142,0.20749,0.00544,1.41924,0.61853,0.03371,1.70615,0.51529,1.62887,0.1709,1.62645
"Oscillibacter sp. 57_20",0.00216,0.80344,0.03173,0,0.70388,0.75811,0.01698,1.23877,0,0,0.20339,0,0,0.01423,0,0,0,0,0,0.38068,0,0,0,0,0,0,0,0.26532,0,0,0,0,0,0,0,1.90196,0,0,0,0,0,0.59487,0,0,0,1.41804,0,0,0.96243,0.09606,0.04737,1.50136,0.29837,0.00461,0,0,0.33689,0,0,0.35177,0,0,0,1.20475,0.32266,0,0.14006,1.16515,1.40501,0,0,0,1.97118,0,0.07726,0,0,2.99226,0.16857,0,0,0,0,0.1159,0,0.08005,0,1.38371,1.09705,0.00317,0.25418,0.33228,0,0,0,0,0.34966,0.83531,0.39558,1.47729,0.22275,0,0,0.1244,0,0,0,0,0,0.13768,0,0.08507,0,0.96528,0.60511,0.06049,0.78266,2.17671,0,0,0,3.37363,0,0.97977,0,0,0,0.78949,0,0.99111,0,0,0,0,0,0.05506,0.29324,0.33,1.09064,0,0,0,0,0.30404,0,0,0,1.49144,1.06309,0,0.1315,0,0,0,0,0.57697,0.06038,0,1.57928,0,0.08634,0.29474,0.28193,0,0,0,0.40821,0,0,0.10692,0,0,0.04863,0.48343,0.00108,0,0,0,0,0.31044,0,0.3409,0.3651,0,0,0,0,0.53886,0.21527,0,0,0,0,0,0.59419,0,0,0,0,0,0.78989,0,0.31173,1.18363,0,0,0,0.54224,0.01928,0,0,0.40795,0,0,0.40549,0.56846,0,0,0.38892,0,0,0.02717,0,0,0,0,0,0.05662,0,0,0,0,0.49488,0.55107,1.2762,0.05764,0,0,0,0.46277,0.50848,1.40658,0,0,0.01415,0.22768,0.01615,0.17045,0.1299,0.47989,0,0.33581,0.06483,0,0,0.47552,0,0.22594
"Bacteroides sp. CAG:144",0,0,0.45043,0,0,0,0.13571,0,0,0,0,0.87691,0,0,0,0,0.571,0,0.00667,0,0,0,1.21752,0,0.31781,2.00212,0,0.00333,0,0,0,0,0,0,1.0929,0,0,0,0,0,0,0,0,0.04596,0,0.67014,0,0,0.10662,0,0,0.32157,0,0,0,0,0.02374,0,0,0,0,0,0,0.22808,0.81789,0,0,0,0,0,0,0.30765,0,0,1.84542,0,0,0,0,0,0,0.65528,0.24591,0,0.61678,0,0.14235,0,0,0,0,0,0,0.20221,0.88132,0,0,0.52913,0,0,0,0,0,0.001,0,0,0,0,0,0,0.35969,0,0,0.23432,0.12781,0,0,0,0.41334,0,0,0,0,0,0,0,0,0.58264,0,0.08277,0,0,0,0,0,0,0.20772,0.04509,0.03653,0,0,0,0,0.30253,0,0,0,1.22562,0,0,0,0.30748,0,0,0.10006,0.14364,0.05684,0.10816,0,0,0,0,0,0,0,0,0.00734,0,0.14778,0,0,1.49062,0,0,0.09042,0,0,0,0,0.02855,0,0,0.08044,0,0,0.78527,0.65631,0,0,0,0,0,0,0,0,1.85569,0,0,0,1.68706,0,0,1.14785,0,0.16828,0,0,0,0,0,0,0,0,0,0,0,0.48234,0,0.45939,0,0,1.52156,0,0,0,0,0,0,0,0,0,0,0.32591,0.14715,1.3937,0,0,0,2.03927,0.05555,0.02771,0,0,0,1.64604,0.03208,0,0,0,0,0,0.27204,0,0,0,0,0,0
"Odoribacter splanchnicus",0,0.98701,0.39665,0.04326,0.57547,0,0.20276,0.01594,0,0.48215,0.50973,0.2292,0,0.03141,0.28637,0.30533,0.92193,0.58067,0.03359,0.89648,0.06258,1.68278,0.64878,0,1.23493,0.08703,0.78126,0.21807,1.59485,0,0.4495,0,0.15432,0.00089,0.47753,3.43432,0,0.55055,1.4446,1.22244,0,0,0,0.00395,0.26189,0.83883,1.69066,0.29771,0.65333,0.42777,0.10505,0.75535,0,0.1376,0,1.03032,2.39966,0.6291,0,1.06041,0,0,1.11664,1.21225,1.02386,0.00481,0,0.48936,0.57895,0.34011,0,0.9668,0.30225,0,0.4164,1.68722,0.92591,1.14535,0.69975,0,0.63128,1.61822,0.13532,0.09769,0.4936,0.06858,0.81262,0.81752,0.08346,0.53302,0.32653,0.15514,0.01244,0.20727,0.6648,0,0.3461,0.33282,1.41046,3.0609,0.17977,0,0.05146,0,0,0,0,1.63263,0.0021,0.17901,0.07735,0.13048,0,0.64448,0.20549,0.04657,0.46311,3.3332,0.30266,0.48923,0.09688,1.69578,0,0,0.17145,0.74156,0.31058,0,0,0.50109,0.56271,0.18042,0,0,0.0698,0.34004,0,0.59447,1.03614,0.46885,0.10397,0,0,1.12458,0,0,1.02336,0.91223,0,0.95909,0.0339,0.25585,0,0.04962,0.09993,0.52921,0.50399,1.02034,0.78321,1.03028,0.54462,0,0.32476,0,0,0,0.10354,0.34514,1.29123,0.92542,0,0,0.02385,0.26749,0.05983,0.35102,1.27154,2.01356,0.80555,0.24321,0,2.00671,0.2457,0.0358,0.09235,0.48737,0.37247,0,0.09255,0,0,0,0,0.27997,0.60507,0.24622,0.79278,0,0,0.46331,0,0,0.33758,0.93795,0.27681,0.1374,0.22687,0.56407,0.071,0.35693,0.50099,0.26187,0.65592,0.37729,0,1.20291,0.00647,0.08164,0,0.86988,0,1.08867,1.76126,0.89926,1.10955,0.68309,0.49193,0.62789,1.50996,0,0.23839,0,0.91113,0.70954,0.5475,0.04074,0,0,0.86446,0.33232,1.04025,1.09816,0,0.02974,0.77946,0.25125,1.4098,0.0343,0,0.48591,0.40492,1.06705,0.30884,0,0.58016,0.43188,0,0.40325
"Slackia isoflavoniconvertens",0,0,0.07765,0,0,0,0,0,0,0,0.19448,0.01372,0.39518,0,0,0,0,0,0,0,0,0.07529,0.1664,0,0,0,0,0.12247,0,0,0,0,0,0,0,0.25942,0,0,0.26308,0,0,0,0.739,0.12628,0,0,0,0,0,0,0,0,0,0.39102,0,0,0,0,0,0,0,0,0,0.13296,0.13663,0,0.07094,0,0,0,0,0,0,0,0,0.04242,0,0,0,0,0.09313,0,0.16337,0,0,0.08071,0,0.01204,0,0,0,0.21183,0,0,0,0,0,0,0.07333,0,0.62611,0,0,0,0.41172,0,0,0,0,0.01998,0,0,0,0,0.26097,0.32327,0,0,0,0,0,0,0,0.48117,0,0,0,0.08291,0,0,0,0,0,0,0,0,0,0,0,0.01117,0,0,0,0,0,0,0,0.11021,0,0,0,0,0,0,0,0,0.01073,0.11126,0.2403,0,0.69514,0,0,0,0,0,0.14728,0,0,0.02735,0.01853,0,0,0.12075,0,0,0,0.10952,0,0,0,0,0,0.03647,0,0,0.0264,0,0,0.24971,0,0,0.24762,0.0322,0,0.34627,0,0,0,0,0,0,0,0.1913,0,0.09835,0,0,0.05094,0.31608,0.03109,0.05496,0.31363,0,0,0.0604,0.25167,0,0,0,0,0.07184,0,0,0,0,0,0.17753,0,0,0.01145,0,0,0.18838,0,0.00234,0,0.38125,0.1168,0.36381,0,0,0,0.15234,0,0.03495,0,0.07502,0,0,0,0.07554,0,0.90468,0,0.09059,0,0
"[Eubacterium] siraeum",0,8.27332,0.4487,0,0.45095,0,0.00664,2.94254,0,0,0,3.2809,0,0,0,0,0.00698,0,0,5.0126,0,0,0.01285,0,0.65688,0,4.37501,0,0,0,0,0,0,0,0,4.8077,0,0,0.38329,0,0,12.00736,0,0,3.02225,8.2472,0,0,0,3.0104,0.00269,0,0,0,0,0,0,0,0,3.17792,0,0.04621,0,1.09083,0,0,0,0,2.18423,0,0,1.49001,0,0,0,0,0,2.88674,0,0,4.35729,0,0,0.30199,0,0,0,0,0.09045,2.53805,4.71392,0.16819,0,0,0,0.00773,0,0.74948,0,2.22153,1.76231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04777,0,0,6.92991,0,0,1.39505,0,0.0446,0,0,2.26338,0,0,0,0,0,0,0,0,0,0,0,1.5628,0,0,0,0,0,0,0,0,0.33074,0.00326,0.03434,0,0,0,0.73517,0,0,0,0.07887,0,0,0,0,0,0,10.64944,0,0,0,0,0,0.0732,0,0,0,0,0,0,0,0,0,0,0,0,8.74077,0,0,0,0,0,0,4.27373,0,0,0,12.02829,0,0,0,0,0,0,0,0,0,0,0,0.04723,0,0,0,0,0,15.70128,1.23947,0,0,0,0,0,0,0,0.06575,0,3.51941,0.04186,1.28944,0,0,0,0,4.0835,0.00504,0,0,0,0,0,0,0.13872,0,0.67645,0.88132,1.76033,0.11859,0,0,0,0,0
"Barnesiella intestinihominis",0,3.04738,0.06937,0.96588,0.23948,0.7312,0,0.01708,0,0,0.05722,0.29239,2.72009,0,0.18801,0,1.5982,0,0.03768,2.44583,0,0,2.28116,1.17329,1.28974,0,0,0.53654,0,0,0,0,0,0,2.24627,0,0,0.81062,0,3.93185,0,0,0,0.29959,0.45297,4.07569,1.27787,0,2.0402,3.53358,0.02689,0.90012,0,0.00458,0.07026,0,0,1.4965,1.50335,0.06077,5.70967,1.16783,5.1226,0.29545,2.29393,0,0.17633,0,0,0,0,1.03041,0,0,0,0,0,1.01233,0.50789,0,1.18381,0,2.2167,0.24,0.97154,0.00859,0,0.77132,0,0.4713,0.56162,0.3543,0,0.13638,0.11262,0,0.08299,0,0.42726,1.8804,0.24853,0,0,0,0,0,0,0,0,0.0896,0,0.09912,0,0,0,0.00187,0,0,0,1.9633,0,3.53898,0,0.00074,0.49616,0,0,2.95596,0,0.51257,0.3074,0.91391,0,0,0,2.16414,0,0.75313,0,0.69427,0.58299,0,0,0,0,0,0.42382,1.94281,0,1.57147,0,0,0,0.07702,0.46008,0.87262,1.54305,0.35492,0.00435,0,0,0,0,0,0,0,1.19999,1.21853,3.79934,0.05305,0,10.90177,0,0.02729,0.28343,0.66595,3.44569,4.8193,0,0,0,0,0.51496,0.01812,0.23068,0.96492,0.00462,0,0,0,0,0,2.62523,0,0,0.77204,0,0,0,4.20828,0,0,1.63862,2.00551,0.48795,0,0,0.54801,0.51783,0,1.13778,0.37105,0,0,0,0,0.14875,0.25313,2.09086,0,0,2.52776,0,0,0,0.86772,0,0,0.19516,0,0.1397,0,1.21309,0.19207,5.06954,0.12384,0,0,5.00383,0.07094,0,0,0.18543,0,3.54779,2.09826,1.70961,0,0,0,0,0.58579,0.14904,2.15916,0,0,0,3.87647
"Phocaeicola massiliensis",0,0.25637,0,1.0311,4.12392,1.49648,3.19223,0,0,0.85176,0.02416,0.04227,0,0,0,0,0,0,0,0,0,0,0.29093,1.09531,1.1124,0.4491,0,0,1.97369,0,0,0,0,0.29872,0,0,0,0,0,0,0,0,0,0.90477,0.18218,1.69688,0,0,0,0,0.44152,0.10762,0,0.19015,0.58766,0,3.28072,0,8e-04,0,0,1.86997,0,0.24841,0.0836,0.01123,0,0,0.64927,0,0,0,1.11712,0,3.20479,4.1142,0,0,0,0,1.49731,0,0,0.70113,0,0,1.17954,0,0,0,0,0,0,0,0,0,0.43519,0,0,0,0.03314,0,3.75327,0,0,0,0,0,0,0.05696,0,0,0,0.10264,0.66142,0,0,0,0,0,0,0,4.08551,0,0,0,2.78109,0,0,0,5.5387,3.43894,0,0,0.37295,1.5035,0,0.13491,0,0.98241,0,0,0.24382,0,0,0,0.34801,0,0,0,0,7.1298,0,0,0,2.41972,0.45391,0,0,0,0,0,0,0,0,0,0.03642,1.93796,0,0.04504,0,0,0.47973,0,3.0044,0,0,0,0.77176,0,0,7.46237,0,0.00364,0,1.68382,1.9863,0,0,0,0,1.22651,0,0,0,0,0,0,0,0,9.65549,0,0,1.08315,0,3.98503,1.29378,0,1.36514,0,1.17204,1.39755,0,2.81471,0,0,0.77969,0.28759,0,0,0,1.11071,0,0,1.43901,0,2.18084,0,0,0,0.66397,0,0,0,0,0,0,0.78371,1.84041,0,0,0,0,0,0,0,0,0.02139,0.89385,0,0,0.16671,0.01838,0,1.01851,0,0,0
"Bifidobacterium pseudocatenulatum",0,0,0.89099,1.46853,0,1.03488,2.69792,0,1.52148,0,0,1.41479,0.01065,5.74117,0.21407,0,0.23961,0.27045,0.46846,0.00171,0,0.03323,0,0,1.27309,0.83473,0.91253,0,0,0,2.26373,1.14992,0,0,0.58674,0.07623,0,0,0.10242,0,2.96471,0.04286,0,0.36649,0,0.04118,0,2.39145,0.68939,0,0,0,0,0.36846,0,0,0,0,3.98579,0.48401,0.56601,0,3.40659,0,0.14301,0,0,0.06191,0,2.71936,0,0.49658,0,0,0,0,0,0,0.07095,0,0,0.00488,0.48597,0.05287,0,0,0,0,0.46271,0,0,0,0,0,0.20957,0,0,0,0,0,0.36831,6.57553,0,0,1.00558,0,0,0.35842,0.94359,0,0.52629,0.83298,0,0.39371,0,0.50431,0,0,0,0,0,0.14948,0,0.01753,0,0.09995,0,0,0.13185,0.59339,0.11048,0,1.70567,0.58914,0.07012,0.01435,0,0.28229,0.26392,0,0,0,0.58679,0,0,1.00827,0.16633,6.71465,0.64698,0.04193,0.21043,0.28474,0,1.05336,9.50593,0,0.00471,0.77651,0.04897,0,1.50526,0,0,13.1859,0,0,0.0399,2.45519,0.00465,0,0,0,0,0,0,0.09067,0,0.56587,0,0,0.87413,0,0,0,0,0.80799,0,0,0.70097,1.93941,0.11404,0,0.06318,0,0.13686,0.92048,0.87703,0,0,5.23072,0.89159,0,0,0,3.14051,0.69237,0,0,0.00064,0,0.00044,0,0,0,0,0.07686,0.16111,2.64808,0,1.46381,0,0,0,0,0.34316,0,1.07175,0,0.11558,0.02217,0.02687,1.51875,0.79419,0.09296,0,0,0.60765,0.10286,0,2.31813,0.67258,0.185,0,0.00127,0,3.04513,0.13869,0.00452,0.05301,0.03247,0.74622,0.01339,0,0.17803,0,0,6.85385,1.00819
"Anaerobutyricum hallii",0,0.13825,0.1585,0.3036,1.16253,0.01993,0.23205,0.77663,0,1.39193,0.10589,0.0501,0,0.14008,0,0.29233,0.10729,2.90265,0.1543,0.17781,0,0.04039,0.05513,2.51643,0.12575,0.00978,0.13121,0.05224,1.12017,0,0,0,0,0.00851,0.05936,0.94077,0,1.14487,0.85185,0.09612,0.28558,0.07425,0.00194,0.01054,0.22327,0.05407,0.17896,0.46856,2.0798,0.1847,0.00126,0.27402,0.00856,0,0,0.04202,0.15502,0.04451,0,0.08723,0.01491,0.00305,0.02137,0.22962,0.08986,0.0105,0.01136,0.06067,0.10178,0,0,0.10857,0.00362,0,0,0.0056,0.22569,0.23415,0.17478,0,0.00235,0,0.02432,0,0.90586,0.00577,0.05108,0.00522,0.10683,0.00636,0.11058,0.4719,0,0.30551,0.07063,0.10959,0.03948,0.25117,0.21052,0.04527,0.18752,0,0,0.23334,0.41367,0.03024,0.10823,0.43844,0.20884,0.00868,0.02933,0.3287,0,0.0464,0.38727,0.07595,0.05433,0.01182,0,0.04677,0,0.04321,0,0.19181,0.02149,0.02625,0,0.00951,1.45958,0.0067,0.15808,0.00029,0.11548,0.23349,0,0.03073,0.34484,0.02031,0.56612,0.00611,0,0.00463,0,0.033,0,0,0.11059,0.02626,0.01772,0,0.23427,0.08414,0,0,1.21286,1.81714,0.38945,0.13727,1.47101,0.19678,2.01671,0.18993,0.47649,0,0.01218,0.07959,0.14747,0.12179,0.12352,0.27446,0,0.15134,0.05485,0.03468,0.06371,0.0183,0,0.36506,0.13241,0.01061,0,0.02259,0.03212,0.32945,0,0.24048,0.13795,0.07601,0.0205,0.10508,0.06353,0,0,0,0.22761,0.38973,0.06886,0,0,0.09055,0,0,0,0.12535,0.0126,0.10277,0.04769,0.01104,0.0343,0,0,1.09404,0.44832,0,1.3561,0.00357,0.0036,0.16623,0.04776,1.6323,0,0.2018,0,0.24282,0.09222,0.16045,0.65373,1.14263,0.1385,0.00182,0.00129,0,0.09854,0.07404,0.01348,0.00874,0,0.37821,0.00704,0.07578,0,0.072,0,0,0,0.04029,0.01913,0,0.23449,0.02463,0.02301,2.87459,0.82959,0.79067,0.25554,0.01549,0,0
"Megamonas hypermegale",0,0,0,0.3572,0,0,0,0,0,0,0,0,0.22329,0,0,0.02272,1.06192,0,0,0,0,0,0,0.33645,0,1.06969,0,0,0,0,0,0,0,0,0.22146,0,1.38336,0,0.00733,0,0,0,0,0.46754,0,0,0,0,0,0,0.16605,0,0,0.12852,0,0,0,0,0,0,0,0.92804,0,0.00636,0,0,0.04359,0,0,0,0,0.05301,0,0,0,0,0,0,0,0,0.08235,0,0,0.0287,0,0,0.59601,0,0,0.06383,0.03301,0.04876,0,0,0,0,0,0,0,0,0.02935,0,0,0.00688,0,0.27162,0,0,0,0,0,0.0792,0,0,0,0.02833,0,0,0,0,0,0,0,0,0.14495,0,0,0,0,0.04267,0.1648,0,0,0.07556,0.03074,0.01241,0,0.11151,0,0.17885,0.46608,0,0,0,0.03768,0,0.09299,0,0,0.28066,0,0,0,0,0,0.07712,0.15792,0.13711,0.1288,0,0,0,0,0,0,0,0.03106,0,0,0.00304,0,0.15898,0.02862,0,0,0,0,0,0,0,0,0,0.07818,0,0,0.24553,0,0,0,0.18015,0,0.30091,0,0,0.11144,0.12485,0,0,0,0,0,0,0,0,0.11765,0,0,0.01858,0.46004,0.39479,0,0,0,0,0,0.03836,0,0,0,0,0,0,0,0,0,0,0.85926,0,0,0,0.0336,0,0,0.02065,0,0,0,0,0.04123,0.03293,0.23029,0,0,0.08447,0,0.00577,0,0,0.12607,0,0,0.36002,0,0,0,0,1.65469,0
"Bacteroides xylanisolvens",0,0.20883,0.73625,0,0.22433,1.04426,0.81543,0.01817,0.01967,0,0.14489,0.13975,0,0.00163,0.00688,1.20463,0.22286,0,0,0,3.50205,0.31986,0.00657,0.0706,0.01131,0.19145,0.56119,0.13869,0.87049,0,1.49578,0,0.02457,0.0036,0,0.44485,0,0.8267,0.12261,0.00386,0.92048,2.36864,0,0,0.17529,0.15337,0.65581,0,0.18042,0.03788,0.0665,0.15359,0,0,0.05882,0,0.14339,0.38227,0.30786,0.00101,1.36412,0.85255,0,0.13424,0.05717,0,0.15908,0,0.15667,0,0,0.00818,0.40482,0.16663,1.12386,3.11314,0,0.13896,0.50994,0,0.07747,0.08925,0,0.16441,0.02033,0,0.025,0.76305,0.17062,0.32629,0.00911,0.02244,0,0.02717,0.25436,1.91634,0.31961,0.55825,0.46549,0.12028,0.05597,0.98071,0.00466,0.02572,0.10279,0.05858,0,0.48868,0.09947,0.02496,0,0.04261,0,0.4549,0.04785,0.18226,0.00634,0,0.10896,0,15.67584,0.65669,0,0.29214,0.34637,0.40842,0.59121,0.00568,0.94888,0.43196,0.00081,5.45329,0.16093,0.06356,0.04589,0.15625,0.14878,0.32614,0,1.26137,0.04978,0,0.00156,2.67485,0,2.50719,0.08938,0.03632,0.27885,0,0.42993,1.59486,0,0,1.58817,0.00768,0.22059,0.07981,0.07976,0,0.12199,1.7249,0.53287,0,0,0.25478,0.03423,0.19308,0,0.00387,0,5.15507,0.05431,0.06154,0.20858,0,3.02647,0.03191,0.23721,0.00762,0,2.44416,0,0.08386,0.68579,0.14407,0.40693,0.00942,0.01244,0.02568,5.06119,1.70585,0,0.00156,1.08875,0.04191,0.60479,0.00542,0,0,0.64419,0,0,0,0.02715,0,1.7001,0,1.2561,0,0.03451,0,0.12173,0.0412,3.60609,0.13092,0.00357,0.00179,0.61635,0,0,0.42088,1.30826,3.69964,0.0428,0,0,0,0,0.00688,0.06141,0,0.11443,0.13208,0.49088,0.01853,3.51515,1.6549,0.29114,0.02326,0,1.99204,1.46917,0.00261,0,0.06347,0.29254,0.0583,0.01388,0.18416,0,0.08148,0,0.81837,0.19379,0,0,0.46773
